scope,population,alpha,seed,difference,learner,contrast,level
pooled-family-sets,own-domain,0.1,329,0.20285686046468432,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,federation-wide,0.1,329,0.18039563283473425,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.01,320,0.07189437910844332,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.01,320,0.04281314384952242,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.05,320,0.04541506579322779,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.05,320,0.09535067128814817,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.1,320,0.1088982020501843,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.1,320,0.12779925448241758,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.01,321,0.13068596828605614,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.01,321,0.061751641320631656,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.05,321,0.1751683088235968,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.05,321,0.19563347321947422,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.1,321,0.17693763161154463,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.1,321,0.19696235870032308,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.01,322,0.09716565349544071,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.01,322,0.14208317434073778,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.05,322,0.06348699763593368,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.05,322,0.17594165672470163,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.1,322,0.06525118203309699,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.1,322,0.13805334162101734,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.01,323,0.20429407258590543,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.01,323,0.13560316978604814,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.05,323,0.17343679407246781,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.05,323,0.16087841152369153,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.1,323,0.04547652926230161,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.1,323,0.16673909405449738,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.01,324,0.015621861878252763,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.01,324,0.007353864882498673,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.05,324,0.005184517616212803,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.05,324,0.1069512357182551,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.1,324,0.08344235210669071,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.1,324,0.16158284547675733,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.01,325,0.12642208917974837,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.01,325,0.0823368994105469,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.05,325,0.24513278082557044,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.05,325,0.14844890592403703,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.1,325,0.1926425598022351,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.1,325,0.17111870764889026,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.01,326,0.02267980921922569,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.01,326,0.04225894242349815,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.05,326,0.045581894679182666,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.05,326,0.13118281282197086,fedavg,ctk-minus-placebo-effect,
