experiment,family,learner,population,alpha,dose,mean_ctk,seed_count
exact-effective-dose-replication,inmobi,central,federation-wide,0.1,100,0.24957217033601314,10
exact-effective-dose-replication,inmobi,central,federation-wide,0.1,200,0.23274128731234028,10
exact-effective-dose-replication,inmobi,central,own-domain,0.01,0,0.0,10
exact-effective-dose-replication,inmobi,central,own-domain,0.01,10,0.11021394833236939,10
exact-effective-dose-replication,inmobi,central,own-domain,0.01,25,0.1411239696648045,10
exact-effective-dose-replication,inmobi,central,own-domain,0.01,50,0.18957756810978227,10
exact-effective-dose-replication,inmobi,central,own-domain,0.01,100,0.2638604976558697,10
exact-effective-dose-replication,inmobi,central,own-domain,0.01,200,0.30989235531726456,10
exact-effective-dose-replication,inmobi,central,own-domain,0.05,0,0.0,10
exact-effective-dose-replication,inmobi,central,own-domain,0.05,10,0.034037831186424665,10
exact-effective-dose-replication,inmobi,central,own-domain,0.05,25,0.08945159908317804,10
exact-effective-dose-replication,inmobi,central,own-domain,0.05,50,0.14565329585384035,10
exact-effective-dose-replication,inmobi,central,own-domain,0.05,100,0.23571003492373732,10
exact-effective-dose-replication,inmobi,central,own-domain,0.05,200,0.23248158664787524,10
exact-effective-dose-replication,inmobi,central,own-domain,0.1,0,0.0,10
exact-effective-dose-replication,inmobi,central,own-domain,0.1,10,0.012249726327312537,10
exact-effective-dose-replication,inmobi,central,own-domain,0.1,25,0.08160533757766064,10
exact-effective-dose-replication,inmobi,central,own-domain,0.1,50,0.15712675486609246,10
exact-effective-dose-replication,inmobi,central,own-domain,0.1,100,0.20337305788417406,10
exact-effective-dose-replication,inmobi,central,own-domain,0.1,200,0.19121245762874622,10
exact-effective-dose-replication,inmobi,fedavg,federation-wide,0.01,0,0.0,10
exact-effective-dose-replication,inmobi,fedavg,federation-wide,0.01,10,0.032120720299167835,10
exact-effective-dose-replication,inmobi,fedavg,federation-wide,0.01,25,0.0780017855304985,10
exact-effective-dose-replication,inmobi,fedavg,federation-wide,0.01,50,0.11507829472071804,10
exact-effective-dose-replication,inmobi,fedavg,federation-wide,0.01,100,0.1631975485949233,10
exact-effective-dose-replication,inmobi,fedavg,federation-wide,0.01,200,0.21979194387426187,10
exact-effective-dose-replication,inmobi,fedavg,federation-wide,0.05,0,0.0,10
exact-effective-dose-replication,inmobi,fedavg,federation-wide,0.05,10,0.05057698489008948,10
exact-effective-dose-replication,inmobi,fedavg,federation-wide,0.05,25,0.08051776769374627,10
exact-effective-dose-replication,inmobi,fedavg,federation-wide,0.05,50,0.12615168585545097,10
exact-effective-dose-replication,inmobi,fedavg,federation-wide,0.05,100,0.15247670041380715,10
exact-effective-dose-replication,inmobi,fedavg,federation-wide,0.05,200,0.210810073002461,10
exact-effective-dose-replication,inmobi,fedavg,federation-wide,0.1,0,0.0,10
exact-effective-dose-replication,inmobi,fedavg,federation-wide,0.1,10,0.049878813332404924,10
exact-effective-dose-replication,inmobi,fedavg,federation-wide,0.1,25,0.07480195241881311,10
exact-effective-dose-replication,inmobi,fedavg,federation-wide,0.1,50,0.09472041755111058,10
exact-effective-dose-replication,inmobi,fedavg,federation-wide,0.1,100,0.16162447386699602,10
exact-effective-dose-replication,inmobi,fedavg,federation-wide,0.1,200,0.18385839482319563,10
exact-effective-dose-replication,inmobi,fedavg,own-domain,0.01,0,0.0,10
exact-effective-dose-replication,inmobi,fedavg,own-domain,0.01,10,0.04918079414200103,10
exact-effective-dose-replication,inmobi,fedavg,own-domain,0.01,25,0.08468006314784897,10
exact-effective-dose-replication,inmobi,fedavg,own-domain,0.01,50,0.09880837002615586,10
exact-effective-dose-replication,inmobi,fedavg,own-domain,0.01,100,0.13293958961654062,10
exact-effective-dose-replication,inmobi,fedavg,own-domain,0.01,200,0.19131431354321554,10
exact-effective-dose-replication,inmobi,fedavg,own-domain,0.05,0,0.0,10
exact-effective-dose-replication,inmobi,fedavg,own-domain,0.05,10,0.05341517254675149,10
exact-effective-dose-replication,inmobi,fedavg,own-domain,0.05,25,0.08498919574577468,10
exact-effective-dose-replication,inmobi,fedavg,own-domain,0.05,50,0.11982120632778526,10
exact-effective-dose-replication,inmobi,fedavg,own-domain,0.05,100,0.16798561279414273,10
exact-effective-dose-replication,inmobi,fedavg,own-domain,0.05,200,0.20632754401107395,10
exact-effective-dose-replication,inmobi,fedavg,own-domain,0.1,0,0.0,10
exact-effective-dose-replication,inmobi,fedavg,own-domain,0.1,10,0.045491062333848184,10
exact-effective-dose-replication,inmobi,fedavg,own-domain,0.1,25,0.07309476147634042,10
exact-effective-dose-replication,inmobi,fedavg,own-domain,0.1,50,0.09065296253454147,10
exact-effective-dose-replication,inmobi,fedavg,own-domain,0.1,100,0.12545625788978781,10
exact-effective-dose-replication,inmobi,fedavg,own-domain,0.1,200,0.16111181800655486,10
exact-effective-dose-replication,kuguo,central,federation-wide,0.01,0,0.0,10
exact-effective-dose-replication,kuguo,central,federation-wide,0.01,10,-0.01286092065194841,10
exact-effective-dose-replication,kuguo,central,federation-wide,0.01,25,-0.005601371733911836,10
exact-effective-dose-replication,kuguo,central,federation-wide,0.01,50,-0.009587765953454657,10
exact-effective-dose-replication,kuguo,central,federation-wide,0.01,100,0.009798562614820157,10
exact-effective-dose-replication,kuguo,central,federation-wide,0.01,200,-0.004148825108392634,10
exact-effective-dose-replication,kuguo,central,federation-wide,0.05,0,0.0,10
exact-effective-dose-replication,kuguo,central,federation-wide,0.05,10,0.026689151202257788,10
exact-effective-dose-replication,kuguo,central,federation-wide,0.05,25,0.03365743840263648,10
exact-effective-dose-replication,kuguo,central,federation-wide,0.05,50,0.029973841105689774,10
exact-effective-dose-replication,kuguo,central,federation-wide,0.05,100,0.046620028783332344,10
exact-effective-dose-replication,kuguo,central,federation-wide,0.05,200,0.03790044419663499,10
exact-effective-dose-replication,kuguo,central,federation-wide,0.1,0,0.0,10
exact-effective-dose-replication,kuguo,central,federation-wide,0.1,10,0.014420249315520517,10
exact-effective-dose-replication,kuguo,central,federation-wide,0.1,25,0.019559521723331735,10
exact-effective-dose-replication,kuguo,central,federation-wide,0.1,50,0.025327779996692668,10
exact-effective-dose-replication,kuguo,central,federation-wide,0.1,100,0.05112429951956897,10
exact-effective-dose-replication,kuguo,central,federation-wide,0.1,200,0.043405309031215034,10
exact-effective-dose-replication,kuguo,central,own-domain,0.01,0,0.0,10
exact-effective-dose-replication,kuguo,central,own-domain,0.01,10,-0.010531846772811368,10
exact-effective-dose-replication,kuguo,central,own-domain,0.01,25,-0.027245172330842816,10
exact-effective-dose-replication,kuguo,central,own-domain,0.01,50,-0.017800299517548836,10
exact-effective-dose-replication,kuguo,central,own-domain,0.01,100,-0.0013657687061518786,10
exact-effective-dose-replication,kuguo,central,own-domain,0.01,200,-0.015453920930979317,10
exact-effective-dose-replication,kuguo,central,own-domain,0.05,0,0.0,10
exact-effective-dose-replication,kuguo,central,own-domain,0.05,10,0.024030881744315787,10
exact-effective-dose-replication,kuguo,central,own-domain,0.05,25,0.0334962172425552,10
exact-effective-dose-replication,kuguo,central,own-domain,0.05,50,0.020042945125266803,10
exact-effective-dose-replication,kuguo,central,own-domain,0.05,100,0.03328715660170718,10
exact-effective-dose-replication,kuguo,central,own-domain,0.05,200,0.0148616503873777,10
exact-effective-dose-replication,kuguo,central,own-domain,0.1,0,0.0,10
exact-effective-dose-replication,kuguo,central,own-domain,0.1,10,0.009083049189611715,10
exact-effective-dose-replication,kuguo,central,own-domain,0.1,25,0.023387157588118813,10
exact-effective-dose-replication,kuguo,central,own-domain,0.1,50,0.012887536621600072,10
exact-effective-dose-replication,kuguo,central,own-domain,0.1,100,0.02379440779109837,10
exact-effective-dose-replication,kuguo,central,own-domain,0.1,200,0.009626110062339054,10
exact-effective-dose-replication,kuguo,fedavg,federation-wide,0.01,0,0.0,10
exact-effective-dose-replication,kuguo,fedavg,federation-wide,0.01,10,-0.0013389974289876477,10
exact-effective-dose-replication,kuguo,fedavg,federation-wide,0.01,25,-0.0016548048899338052,10
exact-effective-dose-replication,kuguo,fedavg,federation-wide,0.01,50,-0.002691830574488719,10
exact-effective-dose-replication,kuguo,fedavg,federation-wide,0.01,100,0.001029044925164221,10
exact-effective-dose-replication,kuguo,fedavg,federation-wide,0.01,200,-0.0017970074875832663,10
exact-effective-dose-replication,kuguo,fedavg,federation-wide,0.05,0,0.0,10
exact-effective-dose-replication,kuguo,fedavg,federation-wide,0.05,10,0.004159278493147728,10
exact-effective-dose-replication,kuguo,fedavg,federation-wide,0.05,25,-0.009929586599488333,10
exact-effective-dose-replication,kuguo,fedavg,federation-wide,0.05,50,-0.014929854089063499,10
exact-effective-dose-replication,kuguo,fedavg,federation-wide,0.05,100,-0.01447520694342191,10
exact-effective-dose-replication,kuguo,fedavg,federation-wide,0.05,200,-0.013335998666755916,10
exact-effective-dose-replication,kuguo,fedavg,federation-wide,0.1,0,0.0,10
exact-effective-dose-replication,kuguo,fedavg,federation-wide,0.1,10,-0.006241585195993482,10
exact-effective-dose-replication,kuguo,fedavg,federation-wide,0.1,25,-0.003025721245291191,10
exact-effective-dose-replication,kuguo,fedavg,federation-wide,0.1,50,-0.0020440370816485866,10
exact-effective-dose-replication,kuguo,fedavg,federation-wide,0.1,100,-0.002751157837592233,10
exact-effective-dose-replication,kuguo,fedavg,federation-wide,0.1,200,-0.007836574673641827,10
exact-effective-dose-replication,kuguo,fedavg,own-domain,0.01,0,0.0,10
exact-effective-dose-replication,kuguo,fedavg,own-domain,0.01,10,-0.0006673878381474121,10
exact-effective-dose-replication,kuguo,fedavg,own-domain,0.01,25,-0.0051787549147234895,10
exact-effective-dose-replication,kuguo,fedavg,own-domain,0.01,50,-0.007775285173923209,10
exact-effective-dose-replication,kuguo,fedavg,own-domain,0.01,100,0.0071841925242548,10
exact-effective-dose-replication,kuguo,fedavg,own-domain,0.01,200,0.004608964391544453,10
exact-effective-dose-replication,kuguo,fedavg,own-domain,0.05,0,0.0,10
exact-effective-dose-replication,kuguo,fedavg,own-domain,0.05,10,-0.01162319557147139,10
exact-effective-dose-replication,kuguo,fedavg,own-domain,0.05,25,-0.012055992282018846,10
exact-effective-dose-replication,kuguo,fedavg,own-domain,0.05,50,-0.01667919846712438,10
exact-effective-dose-replication,kuguo,fedavg,own-domain,0.05,100,-0.020967557551849914,10
exact-effective-dose-replication,kuguo,fedavg,own-domain,0.05,200,-0.01280932186446158,10
exact-effective-dose-replication,kuguo,fedavg,own-domain,0.1,0,0.0,10
exact-effective-dose-replication,kuguo,fedavg,own-domain,0.1,10,-0.004429086451998054,10
exact-effective-dose-replication,kuguo,fedavg,own-domain,0.1,25,-0.004083436085296521,10
exact-effective-dose-replication,kuguo,fedavg,own-domain,0.1,50,-0.005670819702074115,10
exact-effective-dose-replication,kuguo,fedavg,own-domain,0.1,100,-0.0027088641748764576,10
exact-effective-dose-replication,kuguo,fedavg,own-domain,0.1,200,-0.015549780797028701,10
exact-effective-dose-replication,smsreg,central,federation-wide,0.01,0,0.0,10
exact-effective-dose-replication,smsreg,central,federation-wide,0.01,10,-0.013121872277436048,10
exact-effective-dose-replication,smsreg,central,federation-wide,0.01,25,-0.004340457168979806,10
exact-effective-dose-replication,smsreg,central,federation-wide,0.01,50,0.022609017528754227,10
exact-effective-dose-replication,smsreg,central,federation-wide,0.01,100,0.04232504173587702,10
exact-effective-dose-replication,smsreg,central,federation-wide,0.01,200,0.036504318000491656,10
exact-effective-dose-replication,smsreg,central,federation-wide,0.05,0,0.0,10
exact-effective-dose-replication,smsreg,central,federation-wide,0.05,10,-0.00004331107968180703,10
exact-effective-dose-replication,smsreg,central,federation-wide,0.05,25,0.005872082502428941,10
exact-effective-dose-replication,smsreg,central,federation-wide,0.05,50,0.006536653287614458,10
exact-effective-dose-replication,smsreg,central,federation-wide,0.05,100,0.027260693645717315,10
exact-effective-dose-replication,smsreg,central,federation-wide,0.05,200,0.043213949801903004,10
exact-effective-dose-replication,smsreg,central,federation-wide,0.1,0,0.0,10
exact-effective-dose-replication,smsreg,central,federation-wide,0.1,10,0.0011450826681626502,10
exact-effective-dose-replication,smsreg,central,federation-wide,0.1,25,0.011484184700303041,10
exact-effective-dose-replication,smsreg,central,federation-wide,0.1,50,0.016210245512145997,10
exact-effective-dose-replication,smsreg,central,federation-wide,0.1,100,0.031110458953447516,10
exact-effective-dose-replication,smsreg,central,federation-wide,0.1,200,0.05437991513464924,10
exact-effective-dose-replication,smsreg,central,own-domain,0.01,0,0.0,10
exact-effective-dose-replication,smsreg,central,own-domain,0.01,10,0.007460202277669048,10
exact-effective-dose-replication,smsreg,central,own-domain,0.01,25,0.000534983914699845,10
exact-effective-dose-replication,smsreg,central,own-domain,0.01,50,0.01588945804612968,10
exact-effective-dose-replication,smsreg,central,own-domain,0.01,100,0.032708220026283326,10
exact-effective-dose-replication,smsreg,central,own-domain,0.01,200,0.03026107968925527,10
exact-effective-dose-replication,smsreg,central,own-domain,0.05,0,0.0,10
exact-effective-dose-replication,smsreg,central,own-domain,0.05,10,-0.029468446743411113,10
exact-effective-dose-replication,smsreg,central,own-domain,0.05,25,-0.0031452957886759893,10
exact-effective-dose-replication,smsreg,central,own-domain,0.05,50,0.009888036351128542,10
exact-effective-dose-replication,smsreg,central,own-domain,0.05,100,0.04509824057045516,10
exact-effective-dose-replication,smsreg,central,own-domain,0.05,200,0.03473495090814781,10
exact-effective-dose-replication,smsreg,central,own-domain,0.1,0,0.0,10
exact-effective-dose-replication,smsreg,central,own-domain,0.1,10,0.01375886902576745,10
exact-effective-dose-replication,smsreg,central,own-domain,0.1,25,0.01949649825381079,10
exact-effective-dose-replication,smsreg,central,own-domain,0.1,50,0.038116572986775864,10
exact-effective-dose-replication,smsreg,central,own-domain,0.1,100,0.06512968061991689,10
exact-effective-dose-replication,smsreg,central,own-domain,0.1,200,0.08131746634141027,10
exact-effective-dose-replication,smsreg,fedavg,federation-wide,0.01,0,0.0,10
exact-effective-dose-replication,smsreg,fedavg,federation-wide,0.01,10,0.0036322875284934423,10
exact-effective-dose-replication,smsreg,fedavg,federation-wide,0.01,25,0.02381406827140703,10
exact-effective-dose-replication,smsreg,fedavg,federation-wide,0.01,50,0.02738361776273056,10
exact-effective-dose-replication,smsreg,fedavg,federation-wide,0.01,100,0.031257870737222006,10
exact-effective-dose-replication,smsreg,fedavg,federation-wide,0.01,200,0.05894799774477185,10
exact-effective-dose-replication,smsreg,fedavg,federation-wide,0.05,0,0.0,10
exact-effective-dose-replication,smsreg,fedavg,federation-wide,0.05,10,0.005303669953610768,10
exact-effective-dose-replication,smsreg,fedavg,federation-wide,0.05,25,0.001247186378957893,10
exact-effective-dose-replication,smsreg,fedavg,federation-wide,0.05,50,0.022004023244630147,10
exact-effective-dose-replication,smsreg,fedavg,federation-wide,0.05,100,0.030428860196488994,10
exact-effective-dose-replication,smsreg,fedavg,federation-wide,0.05,200,0.0671197766257399,10
exact-effective-dose-replication,smsreg,fedavg,federation-wide,0.1,0,0.0,10
exact-effective-dose-replication,smsreg,fedavg,federation-wide,0.1,10,-0.001175912068616314,10
exact-effective-dose-replication,smsreg,fedavg,federation-wide,0.1,25,0.0024694994744804133,10
exact-effective-dose-replication,smsreg,fedavg,federation-wide,0.1,50,0.016662196174867427,10
exact-effective-dose-replication,smsreg,fedavg,federation-wide,0.1,100,0.015256736928966197,10
exact-effective-dose-replication,smsreg,fedavg,federation-wide,0.1,200,0.05486724958203012,10
exact-effective-dose-replication,smsreg,fedavg,own-domain,0.01,0,0.0,10
exact-effective-dose-replication,smsreg,fedavg,own-domain,0.01,10,0.01342341501695527,10
exact-effective-dose-replication,smsreg,fedavg,own-domain,0.01,25,0.006735284674366954,10
exact-effective-dose-replication,smsreg,fedavg,own-domain,0.01,50,0.005450165512246012,10
exact-effective-dose-replication,smsreg,fedavg,own-domain,0.01,100,0.024119409978865924,10
exact-effective-dose-replication,smsreg,fedavg,own-domain,0.01,200,0.024982886961484495,10
exact-effective-dose-replication,smsreg,fedavg,own-domain,0.05,0,0.0,10
exact-effective-dose-replication,smsreg,fedavg,own-domain,0.05,10,0.010947012399387104,10
exact-effective-dose-replication,smsreg,fedavg,own-domain,0.05,25,0.008197131313663975,10
exact-effective-dose-replication,smsreg,fedavg,own-domain,0.05,50,0.04980714512900457,10
exact-effective-dose-replication,smsreg,fedavg,own-domain,0.05,100,0.02851033830053228,10
exact-effective-dose-replication,smsreg,fedavg,own-domain,0.05,200,0.07147896349624475,10
exact-effective-dose-replication,smsreg,fedavg,own-domain,0.1,0,0.0,10
exact-effective-dose-replication,smsreg,fedavg,own-domain,0.1,10,-0.005754604952439457,10
exact-effective-dose-replication,smsreg,fedavg,own-domain,0.1,25,-0.008515068577404871,10
exact-effective-dose-replication,smsreg,fedavg,own-domain,0.1,50,0.03127122439920687,10
exact-effective-dose-replication,smsreg,fedavg,own-domain,0.1,100,0.017005973897936223,10
exact-effective-dose-replication,smsreg,fedavg,own-domain,0.1,200,0.06298106845699485,10
exact-effective-dose-replication,utchi,central,federation-wide,0.01,0,0.0,9
exact-effective-dose-replication,utchi,central,federation-wide,0.01,10,-0.00019510588919920097,9
exact-effective-dose-replication,utchi,central,federation-wide,0.01,25,0.0013960292922362903,9
exact-effective-dose-replication,utchi,central,federation-wide,0.01,50,-0.00019510588919920097,9
exact-effective-dose-replication,utchi,central,federation-wide,0.01,100,0.023581888756561243,9
exact-effective-dose-replication,utchi,central,federation-wide,0.01,200,0.00029222354549865475,9
exact-effective-dose-replication,utchi,central,federation-wide,0.05,0,0.0,9
exact-effective-dose-replication,utchi,central,federation-wide,0.05,10,0.07427246583326438,9
exact-effective-dose-replication,utchi,central,federation-wide,0.05,25,0.11157335889459555,9
exact-effective-dose-replication,utchi,central,federation-wide,0.05,50,0.17937373836374132,9
exact-effective-dose-replication,utchi,central,federation-wide,0.05,100,0.5289103299177705,9
exact-effective-dose-replication,utchi,central,federation-wide,0.05,200,0.665323237185941,9
exact-effective-dose-replication,utchi,central,federation-wide,0.1,0,0.0,9
exact-effective-dose-replication,utchi,central,federation-wide,0.1,10,0.21508840021235712,9
exact-effective-dose-replication,utchi,central,federation-wide,0.1,25,0.40085442755990464,9
exact-effective-dose-replication,utchi,central,federation-wide,0.1,50,0.6595571700041137,9
exact-effective-dose-replication,utchi,central,federation-wide,0.1,100,0.6595571700041137,9
exact-effective-dose-replication,utchi,central,federation-wide,0.1,200,0.5713505423238018,9
exact-effective-dose-replication,utchi,central,own-domain,0.01,0,0.0,9
exact-effective-dose-replication,utchi,central,own-domain,0.01,10,-0.0023767082590612004,9
exact-effective-dose-replication,utchi,central,own-domain,0.01,25,0.006579520697167756,9
exact-effective-dose-replication,utchi,central,own-domain,0.01,50,-0.0023767082590612004,9
exact-effective-dose-replication,utchi,central,own-domain,0.01,100,0.004357298474945533,9
exact-effective-dose-replication,utchi,central,own-domain,0.01,200,-0.0023767082590612004,9
exact-effective-dose-replication,utchi,central,own-domain,0.05,0,0.0,9
exact-effective-dose-replication,utchi,central,own-domain,0.05,10,0.06951260197565617,9
exact-effective-dose-replication,utchi,central,own-domain,0.05,25,0.09955091615190138,9
exact-effective-dose-replication,utchi,central,own-domain,0.05,50,0.15123673990669065,9
exact-effective-dose-replication,utchi,central,own-domain,0.05,100,0.5584781323509228,9
exact-effective-dose-replication,utchi,central,own-domain,0.05,200,0.7202490987195903,9
exact-effective-dose-replication,utchi,central,own-domain,0.1,0,0.0,9
exact-effective-dose-replication,utchi,central,own-domain,0.1,10,0.24343502639648681,9
exact-effective-dose-replication,utchi,central,own-domain,0.1,25,0.4850527360601735,9
exact-effective-dose-replication,utchi,central,own-domain,0.1,50,0.7568816214604875,9
exact-effective-dose-replication,utchi,central,own-domain,0.1,100,0.7568816214604875,9
exact-effective-dose-replication,utchi,central,own-domain,0.1,200,0.6718476078550454,9
exact-effective-dose-replication,utchi,fedavg,federation-wide,0.01,0,0.0,9
exact-effective-dose-replication,utchi,fedavg,federation-wide,0.01,10,0.0,9
exact-effective-dose-replication,utchi,fedavg,federation-wide,0.01,25,0.0,9
exact-effective-dose-replication,utchi,fedavg,federation-wide,0.01,50,0.0,9
exact-effective-dose-replication,utchi,fedavg,federation-wide,0.01,100,0.0,9
exact-effective-dose-replication,utchi,fedavg,federation-wide,0.01,200,0.0,9
exact-effective-dose-replication,utchi,fedavg,federation-wide,0.05,0,0.0,9
exact-effective-dose-replication,utchi,fedavg,federation-wide,0.05,10,0.020818019210036266,9
exact-effective-dose-replication,utchi,fedavg,federation-wide,0.05,25,0.02231952071153777,9
exact-effective-dose-replication,utchi,fedavg,federation-wide,0.05,50,0.05025394009332557,9
exact-effective-dose-replication,utchi,fedavg,federation-wide,0.05,100,0.3173147707286576,9
exact-effective-dose-replication,utchi,fedavg,federation-wide,0.05,200,0.31256563226250894,9
exact-effective-dose-replication,utchi,fedavg,federation-wide,0.1,0,0.0,9
exact-effective-dose-replication,utchi,fedavg,federation-wide,0.1,10,0.3426350281553834,9
exact-effective-dose-replication,utchi,fedavg,federation-wide,0.1,25,0.3463937210588131,9
exact-effective-dose-replication,utchi,fedavg,federation-wide,0.1,50,0.48166689903082965,9
exact-effective-dose-replication,utchi,fedavg,federation-wide,0.1,100,0.48166689903082965,9
exact-effective-dose-replication,utchi,fedavg,federation-wide,0.1,200,0.5170822026025578,9
exact-effective-dose-replication,utchi,fedavg,own-domain,0.01,0,0.0,9
exact-effective-dose-replication,utchi,fedavg,own-domain,0.01,10,0.0,9
exact-effective-dose-replication,utchi,fedavg,own-domain,0.01,25,0.0,9
exact-effective-dose-replication,utchi,fedavg,own-domain,0.01,50,0.0,9
exact-effective-dose-replication,utchi,fedavg,own-domain,0.01,100,0.0,9
exact-effective-dose-replication,utchi,fedavg,own-domain,0.01,200,0.0,9
exact-effective-dose-replication,utchi,fedavg,own-domain,0.05,0,0.0,9
exact-effective-dose-replication,utchi,fedavg,own-domain,0.05,10,0.006172839506172839,9
exact-effective-dose-replication,utchi,fedavg,own-domain,0.05,25,0.010004257130693911,9
exact-effective-dose-replication,utchi,fedavg,own-domain,0.05,50,0.02405278842060451,9
exact-effective-dose-replication,utchi,fedavg,own-domain,0.05,100,0.3043813615077983,9
exact-effective-dose-replication,utchi,fedavg,own-domain,0.05,200,0.32771469484113164,9
exact-effective-dose-replication,utchi,fedavg,own-domain,0.1,0,0.0,9
exact-effective-dose-replication,utchi,fedavg,own-domain,0.1,10,0.3786041523397845,9
exact-effective-dose-replication,utchi,fedavg,own-domain,0.1,25,0.4122354848216917,9
exact-effective-dose-replication,utchi,fedavg,own-domain,0.1,50,0.5696927257001632,9
exact-effective-dose-replication,utchi,fedavg,own-domain,0.1,100,0.5696927257001632,9
exact-effective-dose-replication,utchi,fedavg,own-domain,0.1,200,0.5827961739760252,9
exact-effective-dose-replication,youmi,central,federation-wide,0.01,0,0.0,10
exact-effective-dose-replication,youmi,central,federation-wide,0.01,10,0.007247908813989012,10
exact-effective-dose-replication,youmi,central,federation-wide,0.01,25,-0.0025475114955045342,10
exact-effective-dose-replication,youmi,central,federation-wide,0.01,50,0.007855523270182088,10
exact-effective-dose-replication,youmi,central,federation-wide,0.01,100,0.011210573711177813,10
exact-effective-dose-replication,youmi,central,federation-wide,0.01,200,0.03191019839233199,10
exact-effective-dose-replication,youmi,central,federation-wide,0.05,0,0.0,10
exact-effective-dose-replication,youmi,central,federation-wide,0.05,10,0.013208264567990121,10
exact-effective-dose-replication,youmi,central,federation-wide,0.05,25,0.022369659423024667,10
exact-effective-dose-replication,youmi,central,federation-wide,0.05,50,0.02411317584502316,10
exact-effective-dose-replication,youmi,central,federation-wide,0.05,100,0.057452928272304804,10
exact-effective-dose-replication,youmi,central,federation-wide,0.05,200,0.06676976075055954,10
exact-effective-dose-replication,youmi,central,federation-wide,0.1,0,0.0,10
exact-effective-dose-replication,youmi,central,federation-wide,0.1,10,0.012461934015726603,10
exact-effective-dose-replication,youmi,central,federation-wide,0.1,25,0.027436341934015684,10
exact-effective-dose-replication,youmi,central,federation-wide,0.1,50,0.048776769434092135,10
exact-effective-dose-replication,youmi,central,federation-wide,0.1,100,0.08727716227667168,10
exact-effective-dose-replication,youmi,central,federation-wide,0.1,200,0.10184251864455648,10
exact-effective-dose-replication,youmi,central,own-domain,0.01,0,0.0,10
exact-effective-dose-replication,youmi,central,own-domain,0.01,10,-0.003172119824143427,10
exact-effective-dose-replication,youmi,central,own-domain,0.01,25,-0.003950025585452574,10
exact-effective-dose-replication,youmi,central,own-domain,0.01,50,-0.0008982118512850735,10
exact-effective-dose-replication,youmi,central,own-domain,0.01,100,-0.00695787226351569,10
exact-effective-dose-replication,youmi,central,own-domain,0.01,200,0.0030000834215290627,10
exact-effective-dose-replication,youmi,central,own-domain,0.05,0,0.0,10
exact-effective-dose-replication,youmi,central,own-domain,0.05,10,-0.010100718052644616,10
exact-effective-dose-replication,youmi,central,own-domain,0.05,25,0.004966939357889294,10
exact-effective-dose-replication,youmi,central,own-domain,0.05,50,-0.025975044961824408,10
exact-effective-dose-replication,youmi,central,own-domain,0.05,100,0.002308422401296803,10
exact-effective-dose-replication,youmi,central,own-domain,0.05,200,-0.0034421367092650453,10
exact-effective-dose-replication,youmi,central,own-domain,0.1,0,0.0,10
exact-effective-dose-replication,youmi,central,own-domain,0.1,10,-0.01759868609372713,10
exact-effective-dose-replication,youmi,central,own-domain,0.1,25,0.019268998327263705,10
exact-effective-dose-replication,youmi,central,own-domain,0.1,50,0.005557389819274278,10
exact-effective-dose-replication,youmi,central,own-domain,0.1,100,0.05842349564179615,10
exact-effective-dose-replication,youmi,central,own-domain,0.1,200,0.05786439743330633,10
exact-effective-dose-replication,youmi,fedavg,federation-wide,0.01,0,0.0,10
exact-effective-dose-replication,youmi,fedavg,federation-wide,0.01,10,0.0013063590362335307,10
exact-effective-dose-replication,youmi,fedavg,federation-wide,0.01,25,0.005657611945508517,10
exact-effective-dose-replication,youmi,fedavg,federation-wide,0.01,50,0.001058138959772373,10
exact-effective-dose-replication,youmi,fedavg,federation-wide,0.01,100,0.010083641195560131,10
exact-effective-dose-replication,youmi,fedavg,federation-wide,0.01,200,0.024048280080542387,10
exact-effective-dose-replication,youmi,fedavg,federation-wide,0.05,0,0.0,10
exact-effective-dose-replication,youmi,fedavg,federation-wide,0.05,10,0.0021474177344725023,10
exact-effective-dose-replication,youmi,fedavg,federation-wide,0.05,25,0.014199678024385176,10
exact-effective-dose-replication,youmi,fedavg,federation-wide,0.05,50,0.03115159344407405,10
exact-effective-dose-replication,youmi,fedavg,federation-wide,0.05,100,0.04651885289864185,10
exact-effective-dose-replication,youmi,fedavg,federation-wide,0.05,200,0.07865897807613997,10
exact-effective-dose-replication,youmi,fedavg,federation-wide,0.1,0,0.0,10
exact-effective-dose-replication,youmi,fedavg,federation-wide,0.1,10,0.013031746249211565,10
exact-effective-dose-replication,youmi,fedavg,federation-wide,0.1,25,0.03151511550275823,10
exact-effective-dose-replication,youmi,fedavg,federation-wide,0.1,50,0.04128821375175148,10
exact-effective-dose-replication,youmi,fedavg,federation-wide,0.1,100,0.07179234691550954,10
exact-effective-dose-replication,youmi,fedavg,federation-wide,0.1,200,0.10792980776121393,10
exact-effective-dose-replication,youmi,fedavg,own-domain,0.01,0,0.0,10
exact-effective-dose-replication,youmi,fedavg,own-domain,0.01,10,-0.007938796703540802,10
exact-effective-dose-replication,youmi,fedavg,own-domain,0.01,25,-0.018358972862741407,10
exact-effective-dose-replication,youmi,fedavg,own-domain,0.01,50,-0.006204854526770914,10
exact-effective-dose-replication,youmi,fedavg,own-domain,0.01,100,0.0028810913902243907,10
exact-effective-dose-replication,youmi,fedavg,own-domain,0.01,200,0.0010895658485406052,10
exact-effective-dose-replication,youmi,fedavg,own-domain,0.05,0,0.0,10
