mean_difference,median_difference,ci_low,ci_high,positive_seeds,seed_count,evidence_class,scope,experiment,salt,alpha,metric,learner,aggregation,sensitivity,exceeds_practical_threshold,ci_excludes_zero
0.2327871442127749,0.2493030543056473,0.1392716373529606,0.3130307680739043,9,10,B-confirmatory-sensitivity,low-family-support,family-support-sensitivity-low,0,0.1,worst-client-unseen-recall,central,paired-seed-macro,,true,true
0.14096085414041118,0.1329152976812304,0.12611672400002372,0.15901635069180922,10,10,B-confirmatory-sensitivity,low-family-support,family-support-sensitivity-low,0,0.1,family-macro-unseen-recall,fedavg,paired-seed-macro,,true,true
0.1485038288764447,0.15400195630023938,0.12255732643063952,0.17482244057598822,10,10,B-confirmatory-sensitivity,low-family-support,family-support-sensitivity-low,0,0.1,federation-unseen-recall,fedavg,paired-seed-macro,,true,true
0.14292217040939054,0.14661718983541666,0.09836143667092717,0.1844751772641942,10,10,B-confirmatory-sensitivity,low-family-support,family-support-sensitivity-low,0,0.1,own-domain-unseen-recall,fedavg,paired-seed-macro,,true,true
0.2246991671429371,0.20865308338330238,0.14053687218205782,0.3037992710133073,10,10,B-confirmatory-sensitivity,low-family-support,family-support-sensitivity-low,0,0.1,worst-client-unseen-recall,fedavg,paired-seed-macro,,true,true
0.06987057043014047,0.08038777080001086,0.04826299875725352,0.08684947642211124,10,10,B-confirmatory-sensitivity,lower-training-support,training-support-sensitivity,0,0.05,,fedavg,micro-pooled,all-families,true,true
0.06282124376509199,0.055975310047059135,0.04580347990522572,0.08236412070244678,10,10,B-confirmatory-sensitivity,lower-training-support,training-support-sensitivity,0,0.05,,fedavg,micro-pooled,deduplicated-test,true,true
0.1037163704039058,0.10522333252492702,0.07533505334627198,0.13138313763334936,10,10,B-confirmatory-sensitivity,lower-training-support,training-support-sensitivity,0,0.05,,fedavg,micro-pooled,top-family-removal,true,true
0.07416637151242375,0.05685297104309067,0.04889389108020199,0.10461223979744201,10,10,B-confirmatory-sensitivity,lower-training-support,training-support-sensitivity,0,0.01,family-macro-unseen-recall,central,paired-seed-macro,,true,true
0.08142819674112564,0.0888061550825594,0.04675618093434762,0.11132659134248618,9,10,B-confirmatory-sensitivity,lower-training-support,training-support-sensitivity,0,0.01,federation-unseen-recall,central,paired-seed-macro,,true,true
0.08855689434847577,0.07362678540819044,0.05730497132661568,0.17339024740805814,10,10,B-confirmatory-sensitivity,lower-training-support,training-support-sensitivity,0,0.01,own-domain-unseen-recall,central,paired-seed-macro,,true,true
